lin312-04:3% time java -jar project1.jar 4
Local IP Address: 128.227.205.151
Boss: 
Number of Zeros Specified:  4
[INFO] [09/13/2015 05:54:17.245] [main] [Remoting] Starting remoting
[INFO] [09/13/2015 05:54:17.327] [main] [Remoting] Remoting started; listening on addresses :[akka.tcp://BossSystem@128.227.205.151:8397]
[INFO] [09/13/2015 05:54:17.328] [main] [Remoting] Remoting now listens on addresses: [akka.tcp://BossSystem@128.227.205.151:8397]
chelseametcalf782b6e	000099f31c9af2000acf6adcb60dfad65aabb808dde4e5b943571ed4d8efad7f
chelseametcalf786bbc	00000ee0228f3a422eb30d8845864b3919721e9b4a68972ac26dc8d91108234e
Total time to mine: 50479 ms      Coin Count: 13

chelseametcalf7bfb61	00000864ad148f22d333e263ee7507bd5126fc3900bd3cbb760a7bf11356209f
chelseametcalf7d4041	00007b44c41d9c1665aa446e5580424c6aa64c5c265d241de6eb48c62d04e04b
chelseametcalf7dd56a	000007b1ba52ab5ca256cdf031bf653dfd92bf5b2065eb13b462dd5c5759a23d
chelseametcalf7e473d	00009244dd8bda535b0558d182f88176f0671a8b66994657432a5321f098eaf0
chelseametcalf7eee07	00004ac86e0639dc47031e2a7e4cf0e9490dd305df898b1efdc0ae091d09158b
chelseametcalf7fb0f2	000027a620e7a32fae998cad319a1b1b7922a8ca850575006e05ba4e5e4941ec
chelseametcalf7fba46	00006ad9fcee250220d07eb917df5b256bd65da56bf134513d406b47e519ca83
chelseametcalf7fbcde	0000c6612c99ddb404e3033bffdaf181ccd32c9bcee9021e052a3c86f2181d5b
chelseametcalf8109a8	00001d1f668a3c35c3aa65686b6bfea710900c8f48f5d197b4ec1964cba01c05
chelseametcalf82b207	0000ad5a07fc93466410dd1d82735f4dd50f4b7e6723a41bfee6efcef84b5ca8
chelseametcalf84e0c8	0000a30f30dadfc69e2ca46edea816e6b5a13c7b74967c6e2fa91dece6565c25
chelseametcalf850cde	00002cd577688b1ae240f5edc667eeb01f6b4ca90c309544bd958599a92c5eeb
chelseametcalf86e3f4	00002b6a784dc6be3ac6b79f85eac5b889efd7fe65100e7f8601f156c80fd962
chelseametcalf882a54	00009711eeb2e77b5b242801ef1bce66562ee22f0bca01c3bc9748005523e32a
Total time to mine: 50696 ms      Coin Count: 14

chelseametcalf5bbfa0	00006f43fa51aaf3baae78467cf2a454c235966ee2c567733718ff1308c59dec
chelseametcalf5c02c4	0000eac0c8be0a2b68ab5cbb9e6a2e821db8e62ba64840539b0508ef09754e4f
chelseametcalf5e49e5	0000298f30885b0583e3fc390a525a03758b86d2aeffe59af5c9093d2ef1b782
chelseametcalf5f7d16	000083c83253703aab5d1fd5672fb43a94c0770264a0c4f0ee874ca05b32f27b
chelseametcalf60203d	0000a06f9c3a6512d171a371cee6a1f39b8a109615bb39db8df98252be30ac91
chelseametcalf61d0b1	0000acc1fde650f6a6153c9f4c6b42d24b4308d8c7208816be60f608b4926130
chelseametcalf632f80	0000bc9354eadfafe8dd2468377229868ba509cc524f119911e98328b4f4625f
chelseametcalf669026	0000be996ba5cd0db77c0638f0d0d99a788a6083ca0e6f211e1ae28fa825d475
chelseametcalf678584	0000d3812b03a70bfc6ddae9aed49b2ebff225420ef06770dbc3b87bcfe6c1cd
chelseametcalf687675	00008c0ffd5250c1d567fb8c9148ee4721b7c8c209bc76e0673d9871c91ba451
Total time to mine: 50930 ms      Coin Count: 10

chelseametcalf9913f9	0000bfe0c4a2d1b4f9b04c1e5639c2f1efc6fd9a91ee5b8476c1a6279517af93
chelseametcalf9e3ee9	00001edf202166d0c1a5dd1e8ce8ef8b18bc678c23431474cb1afcf4f6e78820
chelseametcalf9f4b6a	0000c5db074c433ff7e7129c014c6b535b95dd3032e9aaf4eab7963dddbc8406
chelseametcalf9fe70b	0000b9fd8bcced341da84fc7b04741aad02683bb909227a54bd09c2df7fad613
chelseametcalfa039dc	0000020d55b2a6ea7ef8606444a92962684d5582e754bf62d7c28654085110df
chelseametcalfa2c20f	0000b0586391befb60d804d40ddf859a26deb47294109dfb2208c980b27d93de
chelseametcalfa2d0a1	0000ac0fe7baf3fee94ed7ba12d078b2214971e0b7bd43b6c58a3b8571ee272f
chelseametcalfa497eb	000088f4bd275fd75687dd251279fc771362be2e4c2819af34766ba2a85d1696
chelseametcalfa60d74	00001476d2c235ea44281257f0eecf6ad28a0eb7f2c923a25e147257de4ab2cc
chelseametcalfa687fd	0000bc742f32f83f3f09bc7e3bacd760dbee9f1d79ad4665085d18a19bd0f7f9
chelseametcalfa6d1ac	0000bd31e89b4438acd8b893eb64ffdd582719b620eb15ea583f8c216e340da3
chelseametcalfa71ad5	000091ad9b48e123b4986061bbe3738c050354577db6a8aa278f0baa307e6688
chelseametcalfa79f4d	0000982a70a209b96b09500812191d66c23901f922f404e5718719581b3b7f4b
Total time to mine: 50975 ms      Coin Count: 13

chelseametcalf1f2420	0000ef0c5445c7c3f91aedc3cda839c88981cffef311916e3460822ec0700389
chelseametcalf1f7458	00000e7bdd3c672f5c0cd551335622d7eb322633850475a59237e654b6987c04
chelseametcalf1f992f	0000499bf4b0b9a7868b74da5ac9374bdaf756b644e5b44441f500639c3a997d
chelseametcalf200999	0000979bdc06cdd2f34081e0959a73d6fced8c7bffb1c26f19fb1c3a2d0f7c75
chelseametcalf23eac6	0000ee89ba337c233060573a74c6b32661888411dafec3a01ec07ccc241f2eff
chelseametcalf24589f	00004f8f3c436132c339c92795c9362b93661b8f2df6b7113097059d77c84269
chelseametcalf2565ae	0000c18c2fff7485a3c337a617c85783999331b7456bc06fbe943222ffb4cee4
chelseametcalf25c8dc	0000179bfb19d4fc824be93ebdb33f9b658198367438340570098728c4040fa9
chelseametcalf26e1ac	00007a201ab2924c1b49a24bfaca4f5b94fc20bde296910d75d3faf2b72866d9
chelseametcalf270455	000025b195ee8e7152c574577ce68da558c59ac345516d2c3b152839b42340e3
chelseametcalf27060a	0000f671f8fa3b457dabde34dcf860647fb18670239e2dfea8940aa40ced3180
chelseametcalf279b80	0000d98770d9c7ca4441e8477b4f3566a650e935a36708f90951a00b97902aec
chelseametcalf280a73	000001135b0865030a6f4be2bd0593c7c3c59ac9721f96dad915886dce5a5b74
chelseametcalf285a1b	0000d65bf9cc8447845d149f9d2db788332b375b9613fb3299f807f947ee80ee
chelseametcalf2892e9	000089bde3c9890451dfc7c5fca4e4757314875f7f9fa980c1bcd68a8e3e5ce1
chelseametcalf28b861	0000966db1fe1bc75293d887353148a70d9bbea7cccb0c789385a555d3794daa
chelseametcalf2991d2	000085b6b171ec23cf93e43aa123047333cbdefb8a47f25f51071cd188b7f5a5
chelseametcalf29ad98	0000036c05e323d84872447a94e3d9f2f1156813a3673f9ac33bf41e374b687a
chelseametcalf29f6a5	00004151e941e19d4c67f974e89b0c90074f80aa0a3cd1e8c65d96291ffa5639
chelseametcalf2cec1a	00000cf05f24cf1ff0bb7b4d74a46e84373b69c8963fbc7f733879bf6c1752ce
Total time to mine: 50984 ms      Coin Count: 20

chelseametcalf3f5d26	0000923dec6dbd2c1b8983dbc78461657de59001b6d898bbc4eb1d9b8fc97396
chelseametcalf40119a	0000d1f8e789b7df2db2bb64da295b1070797344c8f02e06ad7ce00e7103f8a7
chelseametcalf40226e	00008d3e0271ab9e4149373949cca8d5a33666c61c311ae1a3012038aacd10e2
chelseametcalf41bd7b	0000ea9114a478a15ac359062fb2396e41f333bfb1641fb3214ee4295b534c29
chelseametcalf4261de	0000b9712e13f6c5683a278147ad9e11935301e4f0bb147f3eaa334ffeca9c90
chelseametcalf48f177	00007bc913d02504383af24d566051aa582a8fff430a6f262c8d471292a36f76
chelseametcalf4b2ad8	0000a1371bd2aeaf96ad22f646e4ecb3c04c9ba86e6cf5f1d09e7b36db4b1e94
chelseametcalf4bb3ae	0000e87480a09c75f6e923ff224bab2b44682a86de90f7f719d7881f8807296f
chelseametcalf4be20f	0000ca6a0c059435d5a002275cd4b07353ebf44c2b637fb575d4bd77bc6dc0f7
Total time to mine: 51071 ms      Coin Count: 9

chelseametcalf10b8f0	00002c623269872ffaf6682689f898c93016283590156b93cf9adda7ed40b3fe
chelseametcalf117929	00006e9b5293e954db5cb6c62b42adea8a092f8b4ff5dfcb800aa77fe27054e9
chelseametcalf12d3f1	0000cd8a745ec1331e518d52ef10482252fc6662a461c3bc3bbaa4fe92d62dd5
chelseametcalf157b8b	0000f9d8e0f01721029b4d2edbad4f5b13bde559cda1acd77bdd451285b4d59d
chelseametcalf158ae6	0000ded456d53c404287fa689593da7f5acaca97bc712cdbac11c308f669b104
chelseametcalf16029f	00005e9013c3256f18a031cb298ed2b35d6ebbce0750c1d4aa7895cd4ac840b4
chelseametcalf163bae	0000989db02b4cb3ca85d471ae907313bfb16d293751a9460b4e35ecdeebb0e8
chelseametcalf1903b4	0000535b9ba532620dbeec6116cea81ade4ca86f044baf47463aac4bfb47fb2a
chelseametcalf1909a6	0000ce76d9ddad80689a1bf6210517738c9d03cd3fbd51d6644a357feeb68031
chelseametcalf1afa2f	0000872d17497d55a3770cae7bd06bcc14dec6ead559dfda9370350d7a79ee74
chelseametcalf1b5586	00006ec7832eb272d28a456a0dce6508b4663529234f371abec0951773adabc0
chelseametcalf1c0d0b	000022c227a442b77e61f7eeea3ab46805e03de53e0fac6721d629fea121cbaf
chelseametcalf1c3569	0000ebdd4a412aed667b39d0b82fcd4e0fc0b5f83b7f0aed89007e39114d0767
chelseametcalf1dbea3	00000fb3f0c94074caf1b970653a74c04bb6ef46fa6353414fe771eb406d2600
chelseametcalf1dd969	0000493cbb6c3a029ed8d7ddacda48e637d6223c99dfd50f33fe061686ae1327
Total time to mine: 51257 ms      Coin Count: 15

chelseametcalf4d16cb	00003ae8912c8d3a534492d1b856c53f3673110e7ec286a179a35ae466764f88
chelseametcalf4f3b7c	0000be76d88b4c6759aca5ff8c57b3bb210536d546158cf39720f7fd2d855214
chelseametcalf4ff408	0000efae76247d6bfcc8694b0ddca091ad963ab7ef78a3394aa18ce31b2f3e2e
chelseametcalf51354d	0000b76ff8ce643dece6f00bb90188bea5b9d062f2dbe3012a80e15089dc25c9
chelseametcalf527185	000048d35323518f0bedd016c84ad1e195e8949ee32bac877f7c0b1435c606c0
chelseametcalf52c632	00004098263430254ddbb35628a9da971f20b7a1a99530f7d26b2fd96cc91d71
chelseametcalf530dc3	000030e395d64a8765c03959ee9e18fae9f493c09358297f26b4f117bf624461
chelseametcalf532354	0000bfd5e728656857a38b8f6e109dd12da11c2b3ac921a53e879fa56a8a8ef7
chelseametcalf53342c	0000c5534fb0bbf59290ef5324900a3e7031c403bc382f514d0dddbbb1ede04b
chelseametcalf53f36c	000057940d14c325284beb52463c8fac5cbbea31ba393df1189c958a7ede5804
chelseametcalf5551c7	000038b2291067a07a97784f56a6883fcfc17c5400fbf57ea44e04bebefd752e
chelseametcalf56ab48	00006c2a9786b1b0bc762f86b7e376f1d8aeee9fb62e20f36da1a0ff7de584ea
chelseametcalf56effe	000087d2a11a6f25016fe29e4de6645287156b307be08795fb9524ae79767655
chelseametcalf57d027	0000e36edc4b9814d035bd7fa835adefda51d0d7ceecac26f55ebb6f72297cec
chelseametcalf5918a8	0000aa0e4db6582f9df97ed46bafaa38626b4f06439003ad5b262203c87941f5
chelseametcalf5a63a1	000027310edafba5b3747694eb96dc608736c7de76a7956d502beea133925dd6
chelseametcalf5ab869	0000e1f69983d7b39f9d7a74f5eb8744fe499fd0e16a5e6ab95548271d63b18b
Total time to mine: 51273 ms      Coin Count: 17

TOTAL COIN COUNT: 136

398.200u 0.485s 0:51.83 769.2%	0+0k 0+312io 0pf+0w
